id	title	question	answer	response_question	response_answer	statement
56cf34c5aab44d1400b88e4c	New_York_City	What percentage of the population was Caucasian in 1940?	92%	what percentage of the population was caucasian in 1940?	92%	the population was 92% caucasian in 1940
56cf34c5aab44d1400b88e4d	New_York_City	What was the ethnicity of the second largest group of immigrants in 1900?	Irish	what was the ethnicity of the second largest group of immigrants in 1900?	Irish	the second largest group of immigrants in 1900 was Irish
56cfe987234ae51400d9c099	New_York_City	Between 1892-1924, how many immigrants came through Ellis Island?	more than 12 million	between 1892-1924, how many immigrants came through Ellis Island?	more than 12 million	more than 12 million immigrants came through Ellis Island between 1892 and 192
56cfe987234ae51400d9c09b	New_York_City	In the year 1942, what percentage of white Americans made up New York City?	92	in what year were the five borough -s combined into one city?	92	the white American -s made up new york city in 1942
56cf3569aab44d1400b88e53	New_York_City	What percentage of the population was born outside the United States?	37%	what percentage of the population was born outside the United States?	37%	37% of the population was born outside the United States
56cf3569aab44d1400b88e54	New_York_City	From what country did the largest number of foreign-born immigrants originate as of 2011?	Dominican Republic	from what country did the largest number of foreign-born immigrants originate as of 2011?	the dominican Republic	the dominican Republic originated the largest number of foreign-born immigrants as of 2011
56cf3569aab44d1400b88e55	New_York_City	About how many immigrants from Bangladesh lived in the city in 2013?	74,000	about how many immigrants from Bangladesh lived in the city in 2013?	74,000	approximately seventy-four thousand immigrants from Bangladesh lived in the city in 2013
56cf3569aab44d1400b88e56	New_York_City	What country was the second largest source of foreign-born New Yorkers in 2011?	China	what country was the second largest source of foreign-born New Yorkers in 2011?	china	china was the second largest source of foreign-born New Yorkers in 2011
56cfe9c0234ae51400d9c09f	New_York_City	What percentage of the population of NYC was born in another country?	37	what percentage of the population of nyc was born in another country?	37	37 percent of the population of new york city was born in another country
56cf3629aab44d1400b88e64	New_York_City	What New York borough contains the highest population of Asian-Americans?	Queens	what New York borough contains the highest population of Asian-Americans?	queens	the New York borough containing the highest population of Asian-Americans is Queens
56cf3629aab44d1400b88e65	New_York_City	What borough housed the first Chinatown in New York?	Manhattan	What borough housed the first Chinatown in New York?	Manhattan	the first Chinatown in New York was housed in Manhattan
56cf3629aab44d1400b88e66	New_York_City	As of 2012, what percentage of the New York City population was ethnically Chinese?	6.3%	as of 2012, what percentage of the New York City population was ethnically chinese?	6.3%	the New York City population was 6.3% ethnically chinese as of 2012
56cf3629aab44d1400b88e67	New_York_City	What borough is home to a large Tibetan population?	Queens	What borough is home to a large Tibetan population?	queens	the borough of queens is home to a large Tibetan population
56cf3629aab44d1400b88e68	New_York_City	What percentage of the New York City population is Japanese?	0.3%	what percentage of the New York City population is Japanese?	0.3%	the New York City population is 0.3% Japanese
56cf36e5aab44d1400b88e6e	New_York_City	How many non-Hispanic whites lived in New York City in 2012?	2.7 million	how many non-Hispanic whites lived in New York City in 2012?	2.7 million	2.7 million non-hispanic whites lived in New York City in 2012
56cf36e5aab44d1400b88e6f	New_York_City	What is the non-Hispanic white population of Houston?	550,000	what is the non-Hispanic white population of Houston?	550,000	the non-Hispanic white population of Houston is 550,000
56cf36e5aab44d1400b88e70	New_York_City	How many New Yorkers are of Polish ancestry?	201,000	how many New Yorkers are of Polish ancestry?	201,000	there are 201,000 New Yorkers of Polish ancestry
56cf36e5aab44d1400b88e71	New_York_City	How many New York City residents are of Greek heritage?	65,000	how many New York City residents are of Greek heritage?	65,000	sixty-five thousand New York City resident -s are of Greek heritage
56cf36e5aab44d1400b88e72	New_York_City	What borough has the largest population of ethnic Albanians?	the Bronx	what borough has the largest population of ethnic Albanians?	the Bronx	the Bronx has the largest population of ethnic Albanians
56cfed4d234ae51400d9c0df	New_York_City	NYC has the largest white population by how many people?	2.7 million	NYC has the largest white population by how many people?	2.7 million	nyc has the largest white population by 2.7 million people
56cf37b9aab44d1400b88e82	New_York_City	About how many people live in New York City's metropolitan area?	20 million	about how many people live in New York City’s metropolitan area?	20 million	new york city’s metropolitan area has 20 million people
56cf37b9aab44d1400b88e83	New_York_City	As of 2012, how many Jewish people lived in the New York metropolitan area?	1.5 million	as of 2012, how many Jewish people lived in the new york metropolitan area?	1.5 million	1.5 million Jewish people lived in the new york metropolitan area as of 2012
56cf37b9aab44d1400b88e84	New_York_City	What percentage of the total Indian-American population of the United States lives in the New York metropolitan area?	20%	what percentage of the total Indian-American population of the United States lives in the New York metropolitan area?	20%	the total Indian-American population of the United States lives in the new york metropolitan area at 20%
56cf37b9aab44d1400b88e85	New_York_City	How many Hispanic people live in the New York metropolitan area?	4.8 million	how many Hispanic people live in the New York metropolitan area?	4.8 million	the New York metropolitan area has 4.8 million Hispanic people
56cf37b9aab44d1400b88e86	New_York_City	Approximately how many Chinatowns exist in New York City?	6	approximately how many Chinatowns exist in New York City?	6	there are six Chinatowns in New York City
56cf3862aab44d1400b88e8c	New_York_City	In 2013, how many people of Puerto Rican ancestry lived in New York City?	1.3 million	in what year were the five borough -s combined into one city?	1.3 million	the number of people of Puerto Rican ancestry living in New York City in 2013 was 1.3 million
56cf3862aab44d1400b88e8d	New_York_City	What nation provided the most legal immigrants to New York City in the Caribbean?	the Dominican Republic	what nation provided the most legal immigrants to New York City in the Caribbean?	the Dominican Republic	the Dominican Republic provided the most legal immigrants to New York City in the Caribbean
56cf3862aab44d1400b88e8e	New_York_City	Out of all African nations, which provided the most legal immigrants in 2013?	Egypt	out of all African nations, which provided the most legal immigrants in 2013?	egypt	egypt provided the most legal immigrants in 2013
56cf3862aab44d1400b88e8f	New_York_City	Out of all nations in Central America, which provided the most legal immigrants in 2013?	El Salvador	out of all nations in Central America, which provided the most legal immigrants in 2013?	el Salvador	el Salvador provided the most legal immigrants in 2013
56cf3862aab44d1400b88e90	New_York_City	Of all the countries in South America, which provided the most legal immigrants in 2013?	Ecuador	of all the countries in South America, which provided the most legal immigrants in 2013?	ecuador	ecuador provided the most legal immigrants in 2013
